"gloss","target_child_sex"
"and she does it with every word she said cookie last week and we said and we said can you say cookie again baby and she said dede","female"
"yeah a baby you're right","female"
"who's that with the baby","female"
"and that's daddy when he was a little tiny baby","female"
"baby","female"
"gonna make a baby cat","male"
"that baby's walking","female"
"that's the baby","female"
"baby","female"
"that's the baby","female"
"baby","female"
"and the baby","female"
"maybe you wanna put the baby in the","female"
"wanna put the baby in her crib","female"
"everyday everywhere babies are dressed in diapers in tee shirts xxx and slippers that baby has some toys on her car seat","female"
"the baby","female"
"the baby in bed","female"
"is that baby tired","female"
"baby","female"
"that's a baby","female"
"baby","female"
"baby","female"
"and that's the baby","female"
"and then you're gonna follow me baby","male"
"the baby baby Kate's in her baby bed","female"
"baby Kate's in her baby bed","female"
"baby bed","female"
"baby bed","female"
"baby Kate's in her baby bed","female"
"baby","female"
"baby","female"
"baby","female"
"baby","female"
"so whenever we have a babysitter come over we're like okay if she goes like this just make up some song about whatever she's holding","female"
"the baby's in bed","female"
"dirty that baby's dirty she's got cake all over her","female"
"that says baby smart","female"
"baby smart","female"
"wanna read your baby book","female"
"Julius baby of the world","female"
"that's a baby","female"
"baby","female"
"baby","female"
"Julius is the baby of the world and from then on he was in everyone's opinion especially Lily's","female"
"that's a baby","female"
"baby","female"
"baby","female"
"is that a baby","female"
"that's a baby","female"
"baby","female"
"this is Lulu's baby brother he can say Lulu hay you missed the picture of the lollipop","female"
"huh oh there's a little baby dog","female"
"a lil baby dog ohp","female"
"lil baby pig","female"
"huh baby cow","female"
"and a baby horse","female"
"and a baby goat","female"
"a lil baby fox","female"
"Julius is the baby of the world said Lily","female"
"baby owls look how cute and fuzzy","female"
"oh my gosh there's the baby fox","female"
"baby's over here","female"
"baby","female"
"that baby has light hair","female"
"you think that's a baby boy or a baby girl","female"
"you wanna give the baby a kiss","female"
"and a baby cow","female"
"kiss for the baby","female"
"see if there are pictures ooh look there's a baby","female"
"that baby has toys","female"
"look this baby's in a backpack","female"
"that baby's in a backpack you have a backpack","female"
"that baby's sleeping","female"
"oh_my_goodness who's a tired little baby","female"
"that baby's playing with a train","female"
"who's a tired little baby","female"
"look that baby has a lil train","female"
"mm that baby's making cookies","female"
"that baby's in a diaper that baby's naked","female"
"that baby has a toothbrush","female"
"that baby's sitting up","female"
"muah there's a kiss for the baby","female"
"baby is the credit card your baby","female"
"baby you're my baby","female"
"yes you are my baby","female"
"do you see the baby","female"
"there's the baby","female"
"hello baby","female"
"hello baby","female"
"that's a baby","female"
"can you say baby","female"
"are you on a baby strike","female"
"can you say baby","female"
"baby book","female"
"you want the picture of the baby","female"
"I thought that was a baby","female"
"baby","female"
"baby's in the airplane","female"
"there's a baby baboon","female"
"there's a baby and a mommy","female"
"is Dipsy your baby","female"
"can you say baby","female"
"can you say baby","female"
"can you say baby","female"
"ooh the scary baby doll","female"
"and then Phoebe my niece decided when when Lily was born that she was too old for her floppy since Lily left it it was a baby toy so she gave her her floppy","female"
"ooh the baby's on the table","female"
"did she give you baby Elmo","female"
"baby","female"
"and did she give you baby Ernie","female"
"baby book","female"
"you wanna read the baby book","female"
"huh that's one naked baby","female"
"what a naked baby","female"
"huh what a naked baby","female"
"I see your baby bunny","female"
"your baby bunny","female"
"your baby bunny","female"
"k ready baby book","female"
"baby bunny in the refrigerator","female"
"do you see a baby in that fireplace","female"
"ooh baby bunny's foot","female"
"there's a baby in that fireplace","female"
"is that a hug for baby bunny","female"
"where's the baby","female"
"there's a baby","female"
"mm can you give the baby a kiss","female"
"is that a baby","female"
"that's a sleeping baby","female"
"yeah there's a lil baby","female"
"that's a winter baby just like you","female"
"that's a very small baby","female"
"I think that's that baby's daddy","female"
"kissing the baby","female"
"looks like he's giving the baby a raspberry","female"
"baby's playing with the blocks","female"
"that is a baby","female"
"huh naked baby","female"
"yeah what's that baby doing","female"
"is that baby Phoebe","female"
"huh what does that baby have","female"
"yeah djou know what that baby what's that","female"
"baby what's the baby in","female"
"is that the crib that's the baby's crib","female"
"he's got baby on his shoulders","female"
"mm are you going to kiss the baby","female"
"you're a strong baby","female"
"you are one strong baby","female"
"huh there's the bird and what about a swing do you see a baby in a swing","female"
"oh the lamb has to go on the baby seat","female"
"is there a baby in a swing","female"
"there's the baby in the swing very good","female"
"the baby's what","female"
"giving his baby a hug","female"
"yeah those are little baby um bird eggs they're in a nest","female"
"xxx where did that baby go","female"
"yeah that's daddy and is that baby Matthew","female"
"there's a ball it belongs to the baby","female"
"baby","female"
"yeah there's a little baby","female"
"op it's a baby cow","female"
"little baby pigs oink oink oink oink oink oink oink","female"
"xxx owl chicks those are baby owls","female"
"baa baby lamb baby sheep","female"
"then Charles's father murmured low a babysitter's coming tonight","female"
"little baby chicken","female"
"are you a happy baby","female"
"is that a baby","female"
"baby","female"
"yeah look a baby","female"
"that's a baby's bottle","female"
"yeah a baby","female"
"is that a baby","female"
"baby","female"
"little baby chicken","female"
"you wanna give the baby a kiss","female"
"yeah that's the baby's bottle","female"
"where are the baby's ears","female"
"does a baby have ears","female"
"baby","female"
"that is a baby you're right","female"
"is that the baby","female"
"baby bunny's going in the schoolbus","female"
"remember when we went in we saw Daddy's big building and we also saw baby Ruby","female"
"and do you remember what you did with baby Ruby's socks","female"
"what did you do with baby Ruby's socks","female"
"you took baby Ruby's socks off didn't you","female"
"does the baby want its bottle","female"
"and who's that baby","female"
"baby bear","female"
"mm just some strange baby huh","female"
"the baby oh","female"
"the tiny baby","female"
"one baby and two cars","female"
"good_night baby","female"
"yeah those puppies that looks like a baby Mango and baby Rooney right","female"
"that's a baby","female"
"the Daddy and his baby","female"
"the baby mouse yeah","female"
"oh what's the baby have on her shirt","female"
"I think the baby is downstairs sweetie pie","female"
"you want me to go find the baby for you honey","female"
"and is aunt Jill gonna have a baby","female"
"she is she's gonna have a baby girl","female"
"are we gonna give lots_of lil clothes to the baby girl","female"
"you know what we're gonna what we're gonna name the baby girl you know what aunt Jill's gonna you know what the baby girl's name's gonna be","female"
"baby","female"
"Cassie won't that be baby Cassie","female"
"that would be nice and you could play with baby Cassie you'll be her big cousin","female"
